Month Lines-Added Lines-Deleted Path
Nov-2019:Dec-2019 1 1 packages/react-server/src/forks/ReactServerFormatConfig.dom-browser.js
Nov-2019:Dec-2019 1 1 packages/react-server/src/forks/ReactServerFormatConfig.dom.js
Nov-2019:Dec-2019 24 20 packages/react-test-renderer/src/ReactShallowRenderer.js
Nov-2019:Dec-2019 16 10 packages/react-test-renderer/src/ReactTestHostConfig.js
Nov-2019:Dec-2019 24 20 packages/react/src/ReactElement.js
Nov-2019:Dec-2019 100 88 packages/react/src/ReactElementValidator.js
Nov-2019:Dec-2019 2 2 packages/react/src/__tests__/ReactDOMTracing-test.internal.js
Nov-2019:Dec-2019 0 1 packages/shared/ReactDOMTypes.js
Nov-2019:Dec-2019 5 0 packages/shared/ReactFeatureFlags.js
Nov-2019:Dec-2019 1 1 packages/shared/ReactRootTags.js
Nov-2019:Dec-2019 2 3 packages/shared/ReactTypes.js
Nov-2019:Dec-2019 1 1 packages/shared/ReactVersion.js
Nov-2019:Dec-2019 4 1 packages/shared/forks/ReactFeatureFlags.native-fb.js
Nov-2019:Dec-2019 2 0 packages/shared/forks/ReactFeatureFlags.native-oss.js
Nov-2019:Dec-2019 2 0 packages/shared/forks/ReactFeatureFlags.persistent.js
Nov-2019:Dec-2019 2 0 packages/shared/forks/ReactFeatureFlags.test-renderer.js
Nov-2019:Dec-2019 2 0 packages/shared/forks/ReactFeatureFlags.test-renderer.www.js
Nov-2019:Dec-2019 3 0 packages/shared/forks/ReactFeatureFlags.www.js
Nov-2019:Dec-2019 234 0 scripts/eslint-rules/__tests__/no-production-logging-test.internal.js
Nov-2019:Dec-2019 72 0 scripts/eslint-rules/no-production-logging.js
Nov-2019:Dec-2019 1 0 scripts/flow/react-native-host-hooks.js
Nov-2019:Dec-2019 1 1 scripts/jest/preprocessor.js
Nov-2019:Dec-2019 1 1 scripts/release/utils.js
Nov-2019:Dec-2019 3 3 scripts/rollup/build.js
Nov-2019:Dec-2019 5 5 scripts/rollup/bundles.js
Nov-2019:Dec-2019 1 0 scripts/rollup/shims/react-native/ReactFeatureFlags.js
Nov-2019:Dec-2019 4 4 scripts/shared/inlinedHostConfigs.js
Dec-2019:Jan-2020 17 2 .eslintrc.js
Dec-2019:Jan-2020 1 1 .prettierrc.js
Dec-2019:Jan-2020 5 9 fixtures/attribute-behavior/src/App.js
Dec-2019:Jan-2020 1 1 fixtures/dom/src/components/Iframe.js
Dec-2019:Jan-2020 2 1 fixtures/dom/src/components/fixtures/home.js
Dec-2019:Jan-2020 1 3 fixtures/dom/src/toWarnDev.js
Dec-2019:Jan-2020 1 2 fixtures/fiber-debugger/src/App.js
Dec-2019:Jan-2020 70 77 fixtures/fiber-debugger/src/Fibers.js
Dec-2019:Jan-2020 1 1 fixtures/tracing/test.js
Dec-2019:Jan-2020 10 4 packages/create-subscription/src/__tests__/createSubscription-test.internal.js
Dec-2019:Jan-2020 12 15 packages/create-subscription/src/createSubscription.js
Dec-2019:Jan-2020 361 0 packages/dom-event-testing-library/__tests__/index-test.internal.js
Dec-2019:Jan-2020 65 0 packages/dom-event-testing-library/constants.js
Dec-2019:Jan-2020 361 0 packages/dom-event-testing-library/domEventSequences.js
Dec-2019:Jan-2020 35 0 packages/dom-event-testing-library/testHelpers.js
Dec-2019:Jan-2020 82 0 packages/dom-event-testing-library/touchStore.js
Dec-2019:Jan-2020 31 0 packages/eslint-plugin-react-hooks/__tests__/ESLintRuleExhaustiveDeps-test.js
Dec-2019:Jan-2020 7 19 packages/eslint-plugin-react-hooks/src/ExhaustiveDeps.js
Dec-2019:Jan-2020 1 1 packages/legacy-events/EventPluginRegistry.js
Dec-2019:Jan-2020 13 14 packages/legacy-events/EventPluginUtils.js
Dec-2019:Jan-2020 3 2 packages/legacy-events/EventPropagators.js
Dec-2019:Jan-2020 1 0 packages/legacy-events/EventSystemFlags.js
Dec-2019:Jan-2020 2 1 packages/legacy-events/PluginModuleType.js
Dec-2019:Jan-2020 6 2 packages/legacy-events/ReactControlledComponent.js
Dec-2019:Jan-2020 4 3 packages/legacy-events/ReactGenericBatching.js
Dec-2019:Jan-2020 6 6 packages/legacy-events/ReactSyntheticEventType.js
Dec-2019:Jan-2020 15 13 packages/legacy-events/ResponderEventPlugin.js
Dec-2019:Jan-2020 33 26 packages/legacy-events/ResponderTouchHistoryStore.js
Dec-2019:Jan-2020 1 3 packages/legacy-events/SyntheticEvent.js
Dec-2019:Jan-2020 6 6 packages/legacy-events/__tests__/ResponderEventPlugin-test.internal.js
Dec-2019:Jan-2020 2 2 packages/react-art/src/ReactARTHostConfig.js
Dec-2019:Jan-2020 6 4 packages/react-art/src/__tests__/ReactART-test.js
Dec-2019:Jan-2020 18 16 packages/react-cache/src/ReactCache.js
Dec-2019:Jan-2020 72 65 packages/react-cache/src/__tests__/ReactCache-test.internal.js
Dec-2019:Jan-2020 9 5 packages/react-debug-tools/src/ReactDebugHooks.js
Dec-2019:Jan-2020 3 3 packages/react-debug-tools/src/__tests__/ReactHooksInspection-test.internal.js
Dec-2019:Jan-2020 4 6 packages/react-devtools-core/src/backend.js
Dec-2019:Jan-2020 28 6 packages/react-devtools-extensions/src/injectGlobalHook.js
Dec-2019:Jan-2020 54 10 packages/react-devtools-extensions/src/main.js
Dec-2019:Jan-2020 0 32 packages/react-devtools-extensions/src/utils.js
Dec-2019:Jan-2020 1 1 packages/react-devtools-extensions/webpack.backend.js
Dec-2019:Jan-2020 346 5 packages/react-devtools-shared/src/__tests__/inspectedElementContext-test.js
Dec-2019:Jan-2020 236 4 packages/react-devtools-shared/src/__tests__/legacy/inspectElement-test.js
Dec-2019:Jan-2020 18 6 packages/react-devtools-shared/src/__tests__/legacy/storeLegacy-v15-test.js
Dec-2019:Jan-2020 1 0 packages/react-devtools-shared/src/__tests__/profilerStore-test.js
Dec-2019:Jan-2020 7 0 packages/react-devtools-shared/src/__tests__/setupTests.js
Dec-2019:Jan-2020 9 0 packages/react-devtools-shared/src/__tests__/store-test.js
Dec-2019:Jan-2020 45 2 packages/react-devtools-shared/src/backend/agent.js
Dec-2019:Jan-2020 39 2 packages/react-devtools-shared/src/backend/legacy/renderer.js
Dec-2019:Jan-2020 1 1 packages/react-devtools-shared/src/backend/legacy/utils.js
Dec-2019:Jan-2020 70 23 packages/react-devtools-shared/src/backend/renderer.js
Dec-2019:Jan-2020 15 8 packages/react-devtools-shared/src/backend/types.js
Dec-2019:Jan-2020 32 0 packages/react-devtools-shared/src/backend/utils.js
Dec-2019:Jan-2020 1 0 packages/react-devtools-shared/src/backend/views/utils.js
Dec-2019:Jan-2020 19 0 packages/react-devtools-shared/src/bridge.js
Dec-2019:Jan-2020 131 0 packages/react-devtools-shared/src/devtools/ContextMenu/ContextMenu.js
Dec-2019:Jan-2020 37 0 packages/react-devtools-shared/src/devtools/ContextMenu/ContextMenuItem.js
Dec-2019:Jan-2020 62 0 packages/react-devtools-shared/src/devtools/ContextMenu/Contexts.js
Dec-2019:Jan-2020 46 0 packages/react-devtools-shared/src/devtools/ContextMenu/useContextMenu.js
Dec-2019:Jan-2020 4 6 packages/react-devtools-shared/src/devtools/cache.js
Dec-2019:Jan-2020 1 3 packages/react-devtools-shared/src/devtools/store.js
Dec-2019:Jan-2020 1 3 packages/react-devtools-shared/src/devtools/utils.js
Dec-2019:Jan-2020 1 0 packages/react-devtools-shared/src/devtools/views/Button.js
Dec-2019:Jan-2020 4 6 packages/react-devtools-shared/src/devtools/views/Components/Element.js
Dec-2019:Jan-2020 27 5 packages/react-devtools-shared/src/devtools/views/Components/HooksTree.js
Dec-2019:Jan-2020 6 9 packages/react-devtools-shared/src/devtools/views/Components/InspectHostNodesToggle.js
Dec-2019:Jan-2020 194 150 packages/react-devtools-shared/src/devtools/views/Components/InspectedElementContext.js
Dec-2019:Jan-2020 3 0 packages/react-devtools-shared/src/devtools/views/Components/InspectedElementTree.js
Dec-2019:Jan-2020 64 29 packages/react-devtools-shared/src/devtools/views/Components/KeyValue.js
Dec-2019:Jan-2020 16 18 packages/react-devtools-shared/src/devtools/views/Components/NativeStyleEditor/AutoSizeInput.js
Dec-2019:Jan-2020 68 74 packages/react-devtools-shared/src/devtools/views/Components/NativeStyleEditor/context.js
Dec-2019:Jan-2020 39 48 packages/react-devtools-shared/src/devtools/views/Components/OwnersListContext.js
Dec-2019:Jan-2020 28 32 packages/react-devtools-shared/src/devtools/views/Components/OwnersStack.js
Dec-2019:Jan-2020 26 26 packages/react-devtools-shared/src/devtools/views/Components/SearchInput.js
Dec-2019:Jan-2020 228 129 packages/react-devtools-shared/src/devtools/views/Components/SelectedElement.js
Dec-2019:Jan-2020 111 129 packages/react-devtools-shared/src/devtools/views/Components/Tree.js
Dec-2019:Jan-2020 40 49 packages/react-devtools-shared/src/devtools/views/Components/TreeContext.js
Dec-2019:Jan-2020 1 1 packages/react-devtools-shared/src/devtools/views/Components/types.js
Dec-2019:Jan-2020 70 53 packages/react-devtools-shared/src/devtools/views/DevTools.js
Dec-2019:Jan-2020 29 1 packages/react-devtools-shared/src/devtools/views/Icon.js
Dec-2019:Jan-2020 5 8 packages/react-devtools-shared/src/devtools/views/ModalDialog.js
Dec-2019:Jan-2020 20 26 packages/react-devtools-shared/src/devtools/views/Profiler/CommitFlamegraph.js
Dec-2019:Jan-2020 1 0 packages/react-devtools-shared/src/devtools/views/Profiler/CommitFlamegraphListItem.js
Dec-2019:Jan-2020 1 0 packages/react-devtools-shared/src/devtools/views/Profiler/CommitRankedListItem.js
Dec-2019:Jan-2020 3 3 packages/react-devtools-shared/src/devtools/views/Profiler/CommitTreeBuilder.js
Dec-2019:Jan-2020 4 6 packages/react-devtools-shared/src/devtools/views/Profiler/InteractionListItem.js
Dec-2019:Jan-2020 28 31 packages/react-devtools-shared/src/devtools/views/Profiler/Interactions.js
Dec-2019:Jan-2020 4 3 packages/react-devtools-shared/src/devtools/views/Profiler/ProfilerContext.js
Dec-2019:Jan-2020 58 64 packages/react-devtools-shared/src/devtools/views/Profiler/ProfilingImportExportButtons.js
Dec-2019:Jan-2020 12 14 packages/react-devtools-shared/src/devtools/views/Profiler/ReloadAndProfileButton.js
Dec-2019:Jan-2020 3 1 packages/react-devtools-shared/src/devtools/views/Profiler/SidebarInteractions.js
Dec-2019:Jan-2020 18 24 packages/react-devtools-shared/src/devtools/views/Profiler/SnapshotCommitList.js
Dec-2019:Jan-2020 1 0 packages/react-devtools-shared/src/devtools/views/Profiler/SnapshotCommitListItem.js
Dec-2019:Jan-2020 24 36 packages/react-devtools-shared/src/devtools/views/Profiler/SnapshotSelector.js
Dec-2019:Jan-2020 43 15 packages/react-devtools-shared/src/devtools/views/Profiler/utils.js
Dec-2019:Jan-2020 6 9 packages/react-devtools-shared/src/devtools/views/Settings/ComponentsSettings.js
Dec-2019:Jan-2020 69 72 packages/react-devtools-shared/src/devtools/views/Settings/SettingsContext.js
Dec-2019:Jan-2020 5 8 packages/react-devtools-shared/src/devtools/views/Settings/SettingsModal.js
Dec-2019:Jan-2020 1 0 packages/react-devtools-shared/src/devtools/views/Settings/SettingsModalContext.js
Dec-2019:Jan-2020 1 0 packages/react-devtools-shared/src/devtools/views/Toggle.js
Dec-2019:Jan-2020 25 27 packages/react-devtools-shared/src/devtools/views/UnsupportedVersionDialog.js
Dec-2019:Jan-2020 46 49 packages/react-devtools-shared/src/devtools/views/WarnIfLegacyBackendDetected.js
Dec-2019:Jan-2020 12 0 packages/react-devtools-shared/src/devtools/views/context.js
Dec-2019:Jan-2020 108 123 packages/react-devtools-shared/src/devtools/views/hooks.js
Dec-2019:Jan-2020 1 3 packages/react-devtools-shared/src/devtools/views/portaledContent.js
Dec-2019:Jan-2020 5 26 packages/react-devtools-shared/src/devtools/views/utils.js
Dec-2019:Jan-2020 2 0 packages/react-devtools-shared/src/hook.js
Dec-2019:Jan-2020 61 138 packages/react-devtools-shared/src/hydration.js
Dec-2019:Jan-2020 329 0 packages/react-devtools-shared/src/utils.js
Dec-2019:Jan-2020 27 0 packages/react-devtools-shell/src/app/InspectableElements/CircularReferences.js
Dec-2019:Jan-2020 33 0 packages/react-devtools-shell/src/app/InspectableElements/EdgeCaseObjects.js
Dec-2019:Jan-2020 4 0 packages/react-devtools-shell/src/app/InspectableElements/InspectableElements.js
Dec-2019:Jan-2020 25 15 packages/react-devtools-shell/src/app/InspectableElements/SimpleValues.js
Dec-2019:Jan-2020 12 2 packages/react-devtools-shell/src/app/InspectableElements/UnserializableProps.js
Dec-2019:Jan-2020 14 17 packages/react-devtools-shell/src/app/ToDoList/List.js
Dec-2019:Jan-2020 6 12 packages/react-devtools-shell/src/app/ToDoList/ListItem.js
Dec-2019:Jan-2020 1 0 packages/react-devtools-shell/src/devtools.js
Dec-2019:Jan-2020 6 6 packages/react-dom/src/__tests__/CSSPropertyOperations-test.js
Dec-2019:Jan-2020 1 1 packages/react-dom/src/__tests__/DOMPropertyOperations-test.js
Dec-2019:Jan-2020 1 1 packages/react-dom/src/__tests__/EventPluginHub-test.js
Dec-2019:Jan-2020 5 5 packages/react-dom/src/__tests__/ReactChildReconciler-test.js
Dec-2019:Jan-2020 7 7 packages/react-dom/src/__tests__/ReactComponent-test.js
Dec-2019:Jan-2020 41 70 packages/react-dom/src/__tests__/ReactComponentLifeCycle-test.js
Dec-2019:Jan-2020 34 50 packages/react-dom/src/__tests__/ReactCompositeComponent-test.js
Dec-2019:Jan-2020 3 6 packages/react-dom/src/__tests__/ReactCompositeComponentState-test.js
Dec-2019:Jan-2020 7 7 packages/react-dom/src/__tests__/ReactDOM-test.js
Dec-2019:Jan-2020 5 5 packages/react-dom/src/__tests__/ReactDOMAttribute-test.js
Dec-2019:Jan-2020 87 90 packages/react-dom/src/__tests__/ReactDOMComponent-test.js
Dec-2019:Jan-2020 7 3 packages/react-dom/src/__tests__/ReactDOMComponentTree-test.js
Dec-2019:Jan-2020 11 7 packages/react-dom/src/__tests__/ReactDOMFiber-test.js
Dec-2019:Jan-2020 5 8 packages/react-dom/src/__tests__/ReactDOMFiberAsync-test.internal.js
Dec-2019:Jan-2020 42 42 packages/react-dom/src/__tests__/ReactDOMInput-test.js
Dec-2019:Jan-2020 5 5 packages/react-dom/src/__tests__/ReactDOMInvalidARIAHook-test.js
Dec-2019:Jan-2020 2 2 packages/react-dom/src/__tests__/ReactDOMOption-test.js
Dec-2019:Jan-2020 7 9 packages/react-dom/src/__tests__/ReactDOMRoot-test.js
Dec-2019:Jan-2020 12 12 packages/react-dom/src/__tests__/ReactDOMSelect-test.js
Dec-2019:Jan-2020 2 5 packages/react-dom/src/__tests__/ReactDOMServerIntegrationAttributes-test.js
Dec-2019:Jan-2020 26 21 packages/react-dom/src/__tests__/ReactDOMServerIntegrationElements-test.js
Dec-2019:Jan-2020 12 21 packages/react-dom/src/__tests__/ReactDOMServerIntegrationHooks-test.internal.js
Dec-2019:Jan-2020 1 1 packages/react-dom/src/__tests__/ReactDOMServerIntegrationUntrustedURL-test.internal.js
Dec-2019:Jan-2020 12 21 packages/react-dom/src/__tests__/ReactDOMServerLifecycles-test.js
Dec-2019:Jan-2020 18 12 packages/react-dom/src/__tests__/ReactDOMServerPartialHydration-test.internal.js
Dec-2019:Jan-2020 8 8 packages/react-dom/src/__tests__/ReactDOMShorthandCSSPropertyCollision-test.internal.js
Dec-2019:Jan-2020 10 7 packages/react-dom/src/__tests__/ReactDOMSuspensePlaceholder-test.js
Dec-2019:Jan-2020 14 14 packages/react-dom/src/__tests__/ReactDOMTextarea-test.js
Dec-2019:Jan-2020 2 3 packages/react-dom/src/__tests__/ReactDeprecationWarnings-test.internal.js
Dec-2019:Jan-2020 5 7 packages/react-dom/src/__tests__/ReactErrorBoundaries-test.internal.js
Dec-2019:Jan-2020 16 18 packages/react-dom/src/__tests__/ReactFunctionComponent-test.js
Dec-2019:Jan-2020 8 11 packages/react-dom/src/__tests__/ReactLegacyContextDisabled-test.internal.js
Dec-2019:Jan-2020 5 7 packages/react-dom/src/__tests__/ReactLegacyErrorBoundaries-test.internal.js
Dec-2019:Jan-2020 15 9 packages/react-dom/src/__tests__/ReactMount-test.js
Dec-2019:Jan-2020 6 2 packages/react-dom/src/__tests__/ReactMountDestruction-test.js
Dec-2019:Jan-2020 27 12 packages/react-dom/src/__tests__/ReactMultiChild-test.js
Dec-2019:Jan-2020 1 1 packages/react-dom/src/__tests__/ReactMultiChildText-test.js
Dec-2019:Jan-2020 8 13 packages/react-dom/src/__tests__/ReactRenderDocument-test.js
Dec-2019:Jan-2020 17 19 packages/react-dom/src/__tests__/ReactServerRendering-test.js
Dec-2019:Jan-2020 9 18 packages/react-dom/src/__tests__/ReactServerRenderingHydration-test.js
Dec-2019:Jan-2020 1 1 packages/react-dom/src/__tests__/ReactTestUtils-test.js
Dec-2019:Jan-2020 15 21 packages/react-dom/src/__tests__/ReactTestUtilsAct-test.js
Dec-2019:Jan-2020 4 7 packages/react-dom/src/__tests__/ReactTestUtilsActUnmockedScheduler-test.js
Dec-2019:Jan-2020 3 3 packages/react-dom/src/__tests__/ReactUnmockedSchedulerWarning-test.internal.js
Dec-2019:Jan-2020 5 5 packages/react-dom/src/__tests__/ReactUnmockedSchedulerWarning-test.js
Dec-2019:Jan-2020 5 6 packages/react-dom/src/__tests__/ReactUpdates-test.js
Dec-2019:Jan-2020 2 2 packages/react-dom/src/__tests__/findDOMNode-test.js
Dec-2019:Jan-2020 1 2 packages/react-dom/src/__tests__/refs-test.js
Dec-2019:Jan-2020 5 5 packages/react-dom/src/__tests__/renderSubtreeIntoContainer-test.js
Dec-2019:Jan-2020 1 1 packages/react-dom/src/__tests__/utils/ReactDOMServerIntegrationTestUtils.js
Dec-2019:Jan-2020 1 1 packages/react-dom/src/__tests__/validateDOMNesting-test.js
Dec-2019:Jan-2020 15 7 packages/react-dom/src/client/DOMPropertyOperations.js
Dec-2019:Jan-2020 5 12 packages/react-dom/src/client/ReactDOM.js
Dec-2019:Jan-2020 30 47 packages/react-dom/src/client/ReactDOMComponent.js
Dec-2019:Jan-2020 18 23 packages/react-dom/src/client/ReactDOMHostConfig.js
Dec-2019:Jan-2020 9 12 packages/react-dom/src/client/ReactDOMInput.js
Dec-2019:Jan-2020 61 60 packages/react-dom/src/client/ReactDOMLegacy.js
Dec-2019:Jan-2020 2 5 packages/react-dom/src/client/ReactDOMOption.js
Dec-2019:Jan-2020 13 13 packages/react-dom/src/client/ReactDOMRoot.js
Dec-2019:Jan-2020 7 12 packages/react-dom/src/client/ReactDOMSelect.js
Dec-2019:Jan-2020 5 10 packages/react-dom/src/client/ReactDOMTextarea.js
Dec-2019:Jan-2020 0 33 packages/react-dom/src/client/ToStringValue.js
Dec-2019:Jan-2020 2 2 packages/react-dom/src/client/__tests__/trustedTypes-test.internal.js
Dec-2019:Jan-2020 3 3 packages/react-dom/src/client/inputValueTracking.js
Dec-2019:Jan-2020 0 35 packages/react-dom/src/client/setAttribute.js
Dec-2019:Jan-2020 11 12 packages/react-dom/src/client/setInnerHTML.js
Dec-2019:Jan-2020 9 13 packages/react-dom/src/client/validateDOMNesting.js
Dec-2019:Jan-2020 189 0 packages/react-dom/src/events/DOMEventProperties.js
Dec-2019:Jan-2020 5 10 packages/react-dom/src/events/EnterLeaveEventPlugin.js
Dec-2019:Jan-2020 2 0 packages/react-dom/src/events/ReactBrowserEventEmitter.js
Dec-2019:Jan-2020 16 11 packages/react-dom/src/events/ReactDOMEventListener.js
Dec-2019:Jan-2020 3 2 packages/react-dom/src/events/ReactDOMEventReplaying.js
Dec-2019:Jan-2020 2 2 packages/react-dom/src/events/SelectEventPlugin.js
Dec-2019:Jan-2020 12 182 packages/react-dom/src/events/SimpleEventPlugin.js
Dec-2019:Jan-2020 9 9 packages/react-dom/src/events/SyntheticWheelEvent.js
Dec-2019:Jan-2020 1 3 packages/react-dom/src/events/__tests__/SimpleEventPlugin-test.internal.js
Dec-2019:Jan-2020 20 19 packages/react-dom/src/events/__tests__/SyntheticEvent-test.js
Dec-2019:Jan-2020 2 2 packages/react-dom/src/events/checkPassiveEvents.js
Dec-2019:Jan-2020 36 54 packages/react-dom/src/server/ReactPartialRenderer.js
Dec-2019:Jan-2020 3 7 packages/react-dom/src/server/ReactPartialRendererContext.js
Dec-2019:Jan-2020 26 28 packages/react-dom/src/server/ReactPartialRendererHooks.js
Dec-2019:Jan-2020 1 3 packages/react-dom/src/shared/CSSPropertyOperations.js
Dec-2019:Jan-2020 3 4 packages/react-dom/src/shared/DOMProperty.js
Dec-2019:Jan-2020 3 3 packages/react-dom/src/shared/ReactControlledValuePropTypes.js
Dec-2019:Jan-2020 5 12 packages/react-dom/src/shared/ReactDOMInvalidARIAHook.js
Dec-2019:Jan-2020 2 6 packages/react-dom/src/shared/ReactDOMNullInputValuePropHook.js
Dec-2019:Jan-2020 15 31 packages/react-dom/src/shared/ReactDOMUnknownPropertyHook.js
Dec-2019:Jan-2020 12 10 packages/react-dom/src/shared/assertValidProps.js
Dec-2019:Jan-2020 2 4 packages/react-dom/src/shared/sanitizeURL.js
Dec-2019:Jan-2020 5 12 packages/react-dom/src/shared/warnValidStyle.js
Dec-2019:Jan-2020 1 3 packages/react-dom/src/test-utils/ReactTestUtils.js
Dec-2019:Jan-2020 11 13 packages/react-dom/src/test-utils/ReactTestUtilsAct.js
Dec-2019:Jan-2020 8 1 packages/react-flight/src/ReactFlightClient.js
Dec-2019:Jan-2020 1 1 packages/react-flight/src/ReactFlightClientHostConfig.js
Dec-2019:Jan-2020 12 15 packages/react-interactions/accessibility/src/FocusContain.js
Dec-2019:Jan-2020 1 0 packages/react-interactions/accessibility/src/FocusGroup.js
Dec-2019:Jan-2020 2 3 packages/react-interactions/accessibility/src/FocusTable.js
Dec-2019:Jan-2020 35 25 packages/react-interactions/accessibility/src/__tests__/FocusContain-test.internal.js
Dec-2019:Jan-2020 2 2 packages/react-interactions/accessibility/src/__tests__/FocusGroup-test.internal.js
Dec-2019:Jan-2020 1 1 packages/react-interactions/accessibility/src/__tests__/FocusManager-test.internal.js
Dec-2019:Jan-2020 2 2 packages/react-interactions/accessibility/src/__tests__/FocusTable-test.internal.js
Dec-2019:Jan-2020 1 1 packages/react-interactions/accessibility/src/shared/emulateBrowserTab.js
Dec-2019:Jan-2020 3 5 packages/react-interactions/events/src/dom/ContextMenu.js
Dec-2019:Jan-2020 4 2 packages/react-interactions/events/src/dom/Drag.js
Dec-2019:Jan-2020 7 4 packages/react-interactions/events/src/dom/Focus.js
Dec-2019:Jan-2020 89 47 packages/react-interactions/events/src/dom/Hover.js
Dec-2019:Jan-2020 3 2 packages/react-interactions/events/src/dom/Input.js
Dec-2019:Jan-2020 2 2 packages/react-interactions/events/src/dom/Keyboard.js
Dec-2019:Jan-2020 5 8 packages/react-interactions/events/src/dom/Press.js
Dec-2019:Jan-2020 12 9 packages/react-interactions/events/src/dom/PressLegacy.js
Dec-2019:Jan-2020 4 2 packages/react-interactions/events/src/dom/Scroll.js
Dec-2019:Jan-2020 5 2 packages/react-interactions/events/src/dom/Swipe.js
Dec-2019:Jan-2020 2 2 packages/react-interactions/events/src/dom/Tap.js
Dec-2019:Jan-2020 2 2 packages/react-interactions/events/src/dom/__tests__/ContextMenu-test.internal.js
Dec-2019:Jan-2020 1 1 packages/react-interactions/events/src/dom/__tests__/Drag-test.internal.js
Dec-2019:Jan-2020 6 2 packages/react-interactions/events/src/dom/__tests__/Focus-test.internal.js
Dec-2019:Jan-2020 2 2 packages/react-interactions/events/src/dom/__tests__/FocusWithin-test.internal.js
Dec-2019:Jan-2020 28 2 packages/react-interactions/events/src/dom/__tests__/Hover-test.internal.js
Dec-2019:Jan-2020 1 1 packages/react-interactions/events/src/dom/__tests__/Input-test.internal.js
Dec-2019:Jan-2020 2 2 packages/react-interactions/events/src/dom/__tests__/Keyboard-test.internal.js
Dec-2019:Jan-2020 2 2 packages/react-interactions/events/src/dom/__tests__/MixedResponders-test-internal.js
Dec-2019:Jan-2020 4 2 packages/react-interactions/events/src/dom/__tests__/Press-test.internal.js
Dec-2019:Jan-2020 4 2 packages/react-interactions/events/src/dom/__tests__/PressLegacy-test.internal.js
Dec-2019:Jan-2020 2 2 packages/react-interactions/events/src/dom/__tests__/Scroll-test.internal.js
Dec-2019:Jan-2020 18 24 packages/react-interactions/events/src/dom/__tests__/Tap-test.internal.js
Dec-2019:Jan-2020 0 216 packages/react-interactions/events/src/dom/testing-library/domEventSequences.js
Dec-2019:Jan-2020 0 540 packages/react-interactions/events/src/rn/Press.js
Dec-2019:Jan-2020 2 3 packages/react-is/src/ReactIs.js
Dec-2019:Jan-2020 3 8 packages/react-native-renderer/src/NativeMethodsMixin.js
Dec-2019:Jan-2020 13 11 packages/react-native-renderer/src/NativeMethodsMixinUtils.js
Dec-2019:Jan-2020 35 32 packages/react-native-renderer/src/ReactFabric.js
Dec-2019:Jan-2020 1 14 packages/react-native-renderer/src/ReactFabricEventEmitter.js
Dec-2019:Jan-2020 0 460 packages/react-native-renderer/src/ReactFabricEventResponderSystem.js
Dec-2019:Jan-2020 11 47 packages/react-native-renderer/src/ReactFabricHostConfig.js
Dec-2019:Jan-2020 3 8 packages/react-native-renderer/src/ReactNativeComponent.js
Dec-2019:Jan-2020 1 3 packages/react-native-renderer/src/ReactNativeEventEmitter.js
Dec-2019:Jan-2020 1 4 packages/react-native-renderer/src/ReactNativeFiberHostComponent.js
Dec-2019:Jan-2020 11 29 packages/react-native-renderer/src/ReactNativeHostConfig.js
Dec-2019:Jan-2020 30 22 packages/react-native-renderer/src/ReactNativeRenderer.js
Dec-2019:Jan-2020 20 62 packages/react-native-renderer/src/ReactNativeTypes.js
Dec-2019:Jan-2020 1 1 packages/react-native-renderer/src/__mocks__/react-native/Libraries/ReactPrivate/InitializeNativeFabricUIManager.js
Dec-2019:Jan-2020 1 1 packages/react-native-renderer/src/__mocks__/react-native/Libraries/ReactPrivate/ReactNativeViewConfigRegistry.js
Dec-2019:Jan-2020 1 1 packages/react-native-renderer/src/__mocks__/react-native/Libraries/ReactPrivate/UIManager.js
Dec-2019:Jan-2020 21 15 packages/react-native-renderer/src/__tests__/ReactFabric-test.internal.js
Dec-2019:Jan-2020 86 8 packages/react-native-renderer/src/__tests__/ReactFabricAndNative-test.internal.js
Dec-2019:Jan-2020 13 11 packages/react-native-renderer/src/__tests__/ReactNativeMount-test.internal.js
Dec-2019:Jan-2020 18 16 packages/react-noop-renderer/src/createReactNoop.js
Dec-2019:Jan-2020 4 4 packages/react-reconciler/src/ReactCapturedValue.js
Dec-2019:Jan-2020 117 72 packages/react-reconciler/src/ReactChildFiber.js
Dec-2019:Jan-2020 17 4 packages/react-reconciler/src/ReactFiber.js
Dec-2019:Jan-2020 190 101 packages/react-reconciler/src/ReactFiberBeginWork.js
Dec-2019:Jan-2020 173 218 packages/react-reconciler/src/ReactFiberClassComponent.js
Dec-2019:Jan-2020 146 139 packages/react-reconciler/src/ReactFiberCommitWork.js
Dec-2019:Jan-2020 70 58 packages/react-reconciler/src/ReactFiberCompleteWork.js
Dec-2019:Jan-2020 1 3 packages/react-reconciler/src/ReactFiberContext.js
Dec-2019:Jan-2020 5 14 packages/react-reconciler/src/ReactFiberDevToolsHook.js
Dec-2019:Jan-2020 3 3 packages/react-reconciler/src/ReactFiberErrorLogger.js
Dec-2019:Jan-2020 91 105 packages/react-reconciler/src/ReactFiberHooks.js
Dec-2019:Jan-2020 1 1 packages/react-reconciler/src/ReactFiberHostConfig.js
Dec-2019:Jan-2020 5 5 packages/react-reconciler/src/ReactFiberHydrationContext.js
Dec-2019:Jan-2020 36 29 packages/react-reconciler/src/ReactFiberNewContext.js
Dec-2019:Jan-2020 10 13 packages/react-reconciler/src/ReactFiberReconciler.js
